Wall time,Step,Value
1508530012.3188257,2,0.6232299208641052
1508530012.320913,3,0.6765211224555969
1508530012.3231146,4,0.6826645135879517
1508530012.3257282,5,0.6504918336868286
1508530012.32783,6,0.6657783389091492
1508530012.329728,7,0.6561869978904724
1508530012.3317602,8,0.6139976978302002
1508530013.340436,9,0.44000548124313354
1508530013.3437734,10,0.3204772174358368
1508530013.3463454,11,0.1940809190273285
1508530013.3484335,12,0.30810824036598206
1508530013.3505085,13,0.25834450125694275
1508530013.3526268,14,0.3671569228172302
1508530013.3548722,15,0.37740767002105713
1508530013.3571448,16,0.3986838459968567
1508530013.3592675,17,0.5763407945632935
1508530014.3629935,18,1.0210314989089966
1508530014.3655548,19,0.7317253351211548
1508530014.3678813,20,0.5133506059646606
1508530014.3698933,21,0.3745173215866089
1508530014.3719516,22,0.33899635076522827
1508530014.3738768,23,0.365888774394989
1508530014.3763888,24,0.3512532711029053
1508530014.3784628,25,0.31810784339904785
1508530014.3807266,26,0.311321496963501
1508530015.3842843,27,0.26354706287384033
1508530015.3865714,28,0.3774975538253784
1508530015.389887,29,0.30246374011039734
1508530015.3918867,30,0.26925238966941833
1508530015.3937166,31,0.24190658330917358
1508530015.395774,32,0.21647553145885468
1508530015.398303,33,0.1865285038948059
1508530015.4008322,34,0.16424615681171417
1508530015.402862,35,0.14335452020168304
1508530016.4062307,36,0.12181270122528076
1508530016.408331,37,0.11809335649013519
1508530016.4103434,38,0.6503258943557739
1508530016.4122105,39,0.5269666314125061
1508530016.4140303,40,0.4562147259712219
1508530016.4158595,41,0.3959214985370636
1508530016.4177139,42,0.342048317193985
1508530016.4200022,43,0.29116013646125793
1508530016.4219089,44,0.2649000287055969
1508530017.4278393,45,0.22766152024269104
1508530017.437887,46,0.19518700242042542
1508530017.4484384,47,0.17189298570156097
1508530017.4539323,48,0.2626829743385315
1508530017.4584527,49,0.23343196511268616
1508530017.4620438,50,0.20279471576213837
1508530017.4650924,51,0.17774897813796997
1508530017.4678514,52,0.15601958334445953
1508530017.4707968,53,0.14678654074668884
1508530018.476543,54,0.14266656339168549
1508530018.4809062,55,0.13554926216602325
1508530018.4847522,56,0.12533411383628845
1508530018.488685,57,0.11219492554664612
1508530018.4927757,58,0.37187930941581726
1508530018.496962,59,0.3331104815006256
1508530018.501134,60,0.29241451621055603
1508530018.5058951,61,0.25930947065353394
1508530018.5104325,62,0.2366553544998169
1508530019.516848,63,0.2233957201242447
1508530019.519644,64,0.2044277787208557
1508530019.5219905,65,0.19728776812553406
1508530019.5243702,66,0.18556679785251617
1508530019.52677,67,0.17311076819896698
1508530019.529885,68,0.42289429903030396
1508530019.5321805,69,0.3816702961921692
1508530019.5341122,70,0.3505575954914093
1508530019.5362518,71,0.32074224948883057
1508530020.5397108,72,0.2981036603450775
1508530020.5424986,73,0.2757243514060974
1508530020.5448842,74,0.25861749053001404
1508530020.5470355,75,0.23945103585720062
1508530020.549021,76,0.22506189346313477
1508530020.551208,77,0.20601534843444824
1508530020.5534036,78,0.1907588690519333
1508530020.5555134,79,0.1792803853750229
1508530020.5582178,80,0.16288387775421143
1508530021.5631201,81,0.14786489307880402
1508530021.5708091,82,0.13555555045604706
1508530021.5787714,83,0.12290601432323456
1508530021.5839427,84,0.11232893913984299
1508530021.5882058,85,0.10290960967540741
1508530021.5934243,86,0.09344406425952911
1508530021.5972269,87,0.08455923199653625
1508530021.6005003,88,0.26792383193969727
1508530021.6032734,89,0.241519495844841
1508530022.6092138,90,0.21813109517097473
1508530022.6147945,91,0.1971634477376938
1508530022.6198843,92,0.17878945171833038
1508530022.6250088,93,0.1617465317249298
1508530022.630179,94,0.14608825743198395
1508530022.6360624,95,0.13235192000865936
1508530022.6417677,96,0.12861840426921844
1508530022.6477294,97,0.11647423356771469
1508530022.6528802,98,0.2870454788208008
1508530023.6587014,99,0.2654716372489929
1508530023.661122,100,0.2416415959596634
1508530023.663414,101,0.2218869924545288
1508530023.6656709,102,0.20244809985160828
1508530023.6678705,103,0.18854905664920807
1508530023.6700177,104,0.17505107820034027
1508530023.6723437,105,0.1621355265378952
1508530023.675082,106,0.15453678369522095
1508530023.6773252,107,0.14230301976203918
1508530024.6808457,108,0.137589231133461
1508530024.6833215,109,0.12804491817951202
1508530024.685346,110,0.12064168602228165
1508530024.6875226,111,0.11310168355703354
1508530024.68987,112,0.10398084670305252
1508530024.6920633,113,0.09633517265319824
1508530024.6945705,114,0.09346938133239746
1508530024.6966507,115,0.08922798186540604
1508530024.6988616,116,0.08108697831630707
1508530025.7053783,117,0.07368402183055878
1508530025.7167945,118,0.24094603955745697
1508530025.726244,119,0.21750935912132263
1508530025.7325459,120,0.1983126401901245
1508530025.7381418,121,0.1808769702911377
1508530025.7419043,122,0.16408196091651917
1508530025.7451508,123,0.1532372087240219
1508530025.7486386,124,0.13984555006027222
1508530025.7517009,125,0.13005195558071136
1508530026.7560434,126,0.11887619644403458
1508530026.7588084,127,0.10846740007400513
1508530026.761181,128,0.26132217049598694
1508530026.7633276,129,0.23750963807106018
1508530026.7654266,130,0.21602284908294678
1508530026.767465,131,0.1977226287126541
1508530026.7695868,132,0.18145717680454254
1508530026.7716312,133,0.167169451713562
1508530026.7741687,134,0.15634843707084656
1508530027.7779934,135,0.14698952436447144
1508530027.7800505,136,0.13578951358795166
1508530027.7819853,137,0.12729668617248535
1508530027.7838383,138,0.2442311942577362
1508530027.785946,139,0.22481822967529297
1508530027.7878132,140,0.21637752652168274
1508530027.7898693,141,0.20942111313343048
1508530027.7923956,142,0.19630524516105652
1508530027.7945633,143,0.18132343888282776
1508530028.798088,144,0.16746172308921814
1508530028.8010404,145,0.15520060062408447
1508530028.8037198,146,0.1442323476076126
1508530028.8062565,147,0.13405652344226837
1508530028.8088634,148,0.2676568925380707
1508530028.8117068,149,0.24313588440418243
1508530028.8151171,150,0.22244268655776978
1508530028.8188436,151,0.20394040644168854
1508530028.821727,152,0.1891690492630005
1508530029.8281772,153,0.1773955374956131
1508530029.8331442,154,0.16621622443199158
1508530029.8374517,155,0.15235701203346252
1508530029.840821,156,0.1446986049413681
1508530029.8444133,157,0.1356208622455597
1508530029.847639,158,0.2906666696071625
1508530029.850916,159,0.2681340277194977
1508530029.854006,160,0.24451322853565216
1508530029.857758,161,0.2236858308315277
1508530030.8634932,162,0.21297670900821686
1508530030.8685563,163,0.1965971440076828
1508530030.8733838,164,0.18259696662425995
1508530030.878308,165,0.1699487864971161
1508530030.8829834,166,0.15681004524230957
1508530030.8874764,167,0.15055766701698303
1508530030.893794,168,0.29375994205474854
1508530030.8996737,169,0.2712852358818054
1508530030.90498,170,0.2534845173358917
1508530031.9121802,171,0.23673008382320404
1508530031.915227,172,0.21999482810497284
1508530031.917818,173,0.20456133782863617
1508530031.9201624,174,0.19058026373386383
1508530031.9227414,175,0.18055184185504913
1508530031.9278033,176,0.17338208854198456
1508530031.9309487,177,0.16362428665161133
1508530031.933466,178,0.29172903299331665
1508530031.935801,179,0.27035045623779297
1508530032.940595,180,0.24624958634376526
1508530032.9452884,181,0.22467981278896332
1508530032.9500039,182,0.2079610824584961
1508530032.9541373,183,0.19464367628097534
1508530032.9580042,184,0.17990714311599731
1508530032.9612126,185,0.17425355315208435
1508530032.9642055,186,0.16877023875713348
1508530032.9670064,187,0.1574939638376236
1508530032.9702463,188,0.14887931942939758
1508530033.9759874,189,0.1389966458082199
1508530033.9852433,190,0.12843289971351624
1508530033.9982636,191,0.11799328774213791
1508530034.0104618,192,0.10786206275224686
1508530034.020413,193,0.09933128952980042
1508530034.0266843,194,0.09142138063907623
1508530034.0316105,195,0.08389321714639664
1508530034.0349913,196,0.07735830545425415
1508530034.038443,197,0.07088566571474075
1508530035.0448651,198,0.2825310230255127
1508530035.0514824,199,0.25570252537727356
1508530035.05582,200,0.23442363739013672
1508530035.0596297,201,0.21382898092269897
1508530035.0631564,202,0.19328561425209045
1508530035.0661044,203,0.176365464925766
1508530035.068688,204,0.16041503846645355
1508530035.0717676,205,0.14786678552627563
1508530035.0755105,206,0.13448075950145721
1508530036.079404,207,0.12256112694740295
1508530036.08152,208,0.1133434921503067
1508530036.0838256,209,0.10367070138454437
1508530036.0858634,210,0.09500062465667725
1508530036.087847,211,0.08693774044513702
1508530036.0899456,212,0.08147619664669037
1508530036.0921912,213,0.07580192387104034
1508530036.0945973,214,0.06989776343107224
1508530036.0965204,215,0.06580902636051178
1508530037.0997362,216,0.06061755493283272
1508530037.1018996,217,0.05578417330980301
1508530037.1040468,218,0.16566233336925507
1508530037.1060874,219,0.1509428769350052
1508530037.108198,220,0.13785073161125183
1508530037.111551,221,0.12592294812202454
1508530037.1142828,222,0.1157957911491394
1508530037.1164582,223,0.10878432542085648
1508530037.1185768,224,0.09922612458467484
1508530038.1225858,225,0.09095073491334915
1508530038.124663,226,0.08524119853973389
1508530038.1265426,227,0.07805640250444412
1508530038.128707,228,0.15047335624694824
1508530038.1307623,229,0.13679654896259308
1508530038.132768,230,0.12468092888593674
1508530038.1352413,231,0.11350339651107788
1508530038.137206,232,0.10547760128974915
1508530038.1392572,233,0.09701928496360779
1508530039.142598,234,0.09115234762430191
1508530039.1450086,235,0.08473655581474304
1508530039.1471703,236,0.07870957255363464
1508530039.1491838,237,0.07329171895980835
1508530039.1512454,238,0.0696149542927742
1508530039.1535594,239,0.06503965705633163
1508530039.1559696,240,0.06195472180843353
1508530039.1581552,241,0.05859709531068802
1508530039.1609282,242,0.05402194336056709
1508530040.1646757,243,0.04970056191086769
1508530040.1674058,244,0.04592789337038994
1508530040.1695192,245,0.043180741369724274
1508530040.1716027,246,0.039622895419597626
1508530040.1736104,247,0.03693869337439537
1508530040.175809,248,0.19820256531238556
1508530040.179345,249,0.17911730706691742
1508530040.1814964,250,0.16228805482387543
1508530040.183834,251,0.14724257588386536
1508530041.188192,252,0.13444358110427856
1508530041.191453,253,0.12263425439596176
1508530041.1941974,254,0.1119965985417366
1508530041.1967695,255,0.10249869525432587
1508530041.1991398,256,0.09460532665252686
1508530041.2017946,257,0.08748731762170792
1508530041.2043414,258,0.2960346043109894
1508530041.2067032,259,0.26904401183128357
1508530041.2087395,260,0.24657469987869263
1508530042.2147934,261,0.22912748157978058
1508530042.223959,262,0.21247869729995728
1508530042.2307754,263,0.20087283849716187
1508530042.2359905,264,0.19046872854232788
1508530042.2398345,265,0.1795918047428131
1508530042.2435758,266,0.1696958690881729
1508530042.247548,267,0.1592208296060562
1508530042.2504091,268,0.2857512831687927
1508530042.2531917,269,0.26319795846939087
1508530043.2596161,270,0.2420048862695694
1508530043.2697613,271,0.22314248979091644
1508530043.2809203,272,0.20406532287597656
1508530043.2905498,273,0.19875572621822357
1508530043.2970557,274,0.18412527441978455
1508530043.301274,275,0.1819114238023758
1508530043.3047376,276,0.16939876973628998
1508530043.3080316,277,0.15746907889842987
1508530043.3111677,278,0.2869180738925934
1508530044.3180463,279,0.2638435959815979
1508530044.3278496,280,0.24215447902679443
1508530044.339464,281,0.22289209067821503
1508530044.3518617,282,0.2030569314956665
1508530044.3582284,283,0.18716278672218323
1508530044.3620775,284,0.1713171899318695
1508530044.365346,285,0.15972231328487396
1508530044.368742,286,0.1542493849992752
1508530044.3722556,287,0.1432802975177765
1508530045.3787148,288,0.13200880587100983
1508530045.384695,289,0.1223803386092186
1508530045.3886483,290,0.11231467872858047
1508530045.3923976,291,0.10314066708087921
1508530045.39571,292,0.09445799887180328
1508530045.398457,293,0.08637084066867828
1508530045.4014113,294,0.07913078367710114
1508530045.404028,295,0.07252660393714905
1508530045.4064398,296,0.0664021372795105
1508530046.4132702,297,0.06256755441427231
1508530046.423642,298,0.22686344385147095
1508530046.4342425,299,0.20507502555847168
1508530046.4456437,300,0.18578213453292847
1508530046.454448,301,0.16855308413505554
1508530046.461586,302,0.15284202992916107
1508530046.4670885,303,0.14122839272022247
1508530046.470979,304,0.12979400157928467
1508530046.473989,305,0.11881174147129059
1508530047.4784265,306,0.10829316824674606
1508530047.4820967,307,0.09989199042320251
1508530047.4843287,308,0.2287198007106781
1508530047.4866683,309,0.20757851004600525
1508530047.488821,310,0.18859121203422546
1508530047.4916925,311,0.17167973518371582
1508530047.493762,312,0.15730980038642883
1508530047.4958656,313,0.14774487912654877
1508530047.4978797,314,0.13996338844299316
1508530048.5016046,315,0.12983712553977966
1508530048.5040584,316,0.12184235453605652
1508530048.50605,317,0.11842722445726395
1508530048.5080526,318,0.109394371509552
1508530048.5100598,319,0.10365264117717743
1508530048.5121617,320,0.09684707224369049
1508530048.5146503,321,0.09033489227294922
1508530048.5170026,322,0.08367002755403519
1508530048.5190322,323,0.07719961553812027
1508530049.5225015,324,0.07241126894950867
1508530049.5247514,325,0.06633209437131882
1508530049.5268679,326,0.06159379333257675
1508530049.5287445,327,0.05661889538168907
1508530049.5305433,328,0.1758730709552765
1508530049.5323436,329,0.1591411828994751
1508530049.5342479,330,0.14455167949199677
1508530049.536691,331,0.13144871592521667
1508530049.538662,332,0.1206483468413353
1508530050.542,333,0.11026755720376968
1508530050.5441904,334,0.10152257233858109
1508530050.546665,335,0.09347924590110779
1508530050.5491076,336,0.08614346385002136
1508530050.551456,337,0.07873767614364624
1508530050.553481,338,0.26915013790130615
1508530050.5556774,339,0.24459131062030792
1508530050.5582128,340,0.2234327644109726
1508530050.560289,341,0.2048516869544983
1508530051.564198,342,0.18858565390110016
1508530051.5664062,343,0.17590318620204926
1508530051.5683262,344,0.1653493195772171
1508530051.5702388,345,0.15437191724777222
1508530051.572036,346,0.14227139949798584
1508530051.573901,347,0.13446250557899475
1508530051.5756712,348,0.2168186604976654
1508530051.5780818,349,0.20270481705665588
1508530051.5799754,350,0.18994323909282684
1508530052.5830681,351,0.1781119853258133
1508530052.5852907,352,0.1673693060874939
1508530052.5873814,353,0.15480272471904755
1508530052.5900676,354,0.14672204852104187
1508530052.5923529,355,0.1369604766368866
1508530052.5945377,356,0.12657970190048218
1508530052.5971892,357,0.11823535710573196
1508530052.599406,358,0.2435794472694397
1508530052.6014879,359,0.22333389520645142
1508530053.6050544,360,0.20554934442043304
1508530053.6074047,361,0.1893722265958786
1508530053.609403,362,0.17480827867984772
1508530053.6114204,363,0.160211980342865
1508530053.61328,364,0.14801031351089478
1508530053.6153355,365,0.13617132604122162
1508530053.6177323,366,0.12596236169338226
1508530053.6199872,367,0.11684318631887436
1508530053.6219277,368,0.10944292694330215
1508530054.6279888,369,0.10023178905248642
1508530054.6384463,370,0.09260962903499603
1508530054.650638,371,0.08559440821409225
1508530054.6612957,372,0.07951927185058594
1508530054.6699462,373,0.0734957680106163
1508530054.675394,374,0.06800904870033264
1508530054.6794653,375,0.06208702176809311
1508530054.6829882,376,0.05737143009901047
1508530054.686357,377,0.05386931076645851
1508530055.6915238,378,0.04942282661795616
