Wall time,Step,Value
1508526372.9410882,7,0.9241258502006531
1508526372.9537582,13,0.887844443321228
1508526372.960759,16,0.8421290516853333
1508526372.9628391,17,0.7864626049995422
1508526372.9693198,20,0.8868726491928101
1508526372.98285,26,0.7248201966285706
1508526373.0082529,38,0.7752537727355957
1508526373.0166507,42,0.7869420647621155
1508526373.020964,44,0.7950951457023621
1508526373.0248392,46,0.8108755946159363
1508526373.0267866,47,0.8315959572792053
1508526373.0311,49,0.8104888796806335
1508526373.0431905,55,0.856063187122345
1508526373.045339,56,0.8411480784416199
1508526373.0475128,57,0.828527569770813
1508526373.0499017,58,0.8348647356033325
1508526374.397306,67,0.8349433541297913
1508526374.420006,70,0.8163927793502808
1508526374.4354565,73,0.8271497488021851
1508526374.439605,74,0.8324016332626343
1508526374.443426,75,0.8505749702453613
1508526374.4482453,76,0.8531919121742249
1508526374.4636602,81,0.8845537304878235
1508526374.483683,89,0.82132887840271
1508526374.5011141,96,0.7510368227958679
1508526374.5196726,104,0.7654678821563721
1508526374.5262403,107,0.8075885772705078
1508526374.528449,108,0.8205797076225281
1508526374.5441418,115,0.8333767056465149
1508526374.556119,120,0.8326019048690796
1508526375.8844187,128,0.8323541879653931
1508526375.8957775,131,0.8162862062454224
1508526375.8991935,132,0.8284075856208801
1508526375.9214475,141,0.8357270956039429
1508526375.9258912,143,0.8363139629364014
1508526375.9281018,144,0.8339325785636902
1508526375.9306464,145,0.8255392909049988
1508526375.9497263,152,0.850338339805603
1508526375.961303,157,0.8688250184059143
1508526375.9664626,159,0.8699982762336731
1508526375.968663,160,0.8204984664916992
1508526375.9777598,164,0.836922824382782
1508526375.9896774,169,0.8082138895988464
1508526375.9919164,170,0.7961425185203552
1508526375.9994137,173,0.7899503707885742
1508526376.013376,179,0.8039413690567017
1508526376.015946,180,0.8047972321510315
1508526376.020399,182,0.8187607526779175
1508526376.02763,185,0.8221266269683838
1508526376.0323033,187,0.8327975869178772
1508526376.0347865,188,0.830767810344696
1508526377.3448224,190,0.8091719150543213
1508526377.3575099,192,0.8285542726516724
1508526377.3611045,193,0.8456988334655762
1508526377.3862584,200,0.8508850932121277
